,Unnamed: 0,FUND,CNT,SRC_UID,EOM
16124,16124,Megaderma spasma,2703,206670742,2020-02-29
16127,16127,Crotaphytus collaris,923,323418458,2020-02-29
16128,16128,Nucifraga columbiana,1134,40232932742,2020-02-29
16129,16129,Rangifer tarandus,591,36740368922,2020-02-29
16131,16131,Lepus townsendii,743,188703120510450,2020-02-29
16133,16133,Actophilornis africanus,2104,272675524722,2020-02-29
16134,16134,Petaurus breviceps,426,186494805556422,2020-02-29
16135,16135,Terathopius ecaudatus,154,210435370127300,2020-02-29
16136,16136,Felis wiedi or Leopardus weidi,2421,206670694,2020-02-29
16138,16138,Dicrostonyx groenlandicus,195,197463014939188,2020-02-29
16139,16139,Halcyon smyrnesis,27,200109499869465,2020-02-29
16140,16140,Choloepus hoffmani,391,186267307833917,2020-02-29
16141,16141,Sarkidornis melanotos,941,108219608754,2020-02-29
16142,16142,Lutra canadensis,537,168720101925,2020-02-29
16143,16143,Centrocercus urophasianus,622,324918516,2020-02-29
16144,16144,Choriotis kori,796,27160283895,2020-02-29
16146,16146,Rhea americana,1395,189669225079108,2020-02-29
16147,16147,Hystrix cristata,1149,192291882972375,2020-02-29
16148,16148,Podargus strigoides,1065,206670764,2020-02-29
16149,16149,Plegadis falcinellus,3829,181703187068,2020-02-29
16150,16150,Ardea cinerea,1400,206670715,2020-02-29
16151,16151,Isoodon obesulus,1329,189669356346606,2020-02-29
16152,16152,Eolophus roseicapillus,826,55902523917,2020-02-29
16155,16155,Actophilornis africanus,133,272675524722,2020-02-29
16156,16156,Orcinus orca,133,108202450315,2020-02-29
16157,16157,Macaca mulatta,403,108207596093,2020-02-29
16158,16158,Varanus sp.,2,264126748256,2020-02-29
16160,16160,Isoodon obesulus,793,189669356346606,2020-02-29
16161,16161,Canis aureus,780,206670716,2020-02-29
16162,16162,Milvus migrans,693,275505523,2020-02-29
16165,16165,Dendrocitta vagabunda,2,206670760,2020-02-29
16169,16169,Falco peregrinus,1,181989439245,2020-02-29
16170,16170,Tamandua tetradactyla,456,301519260,2020-02-29
16171,16171,Charadrius tricollaris,411,189669305873243,2020-02-29
16172,16172,Haematopus ater,1815,38679964783,2020-02-29
16173,16173,Dasyurus viverrinus,4,206670754,2020-02-29
16174,16174,unavailable,19,206670773,2020-02-29
16176,16176,Ourebia ourebi,2443,206670693,2020-02-29
16177,16177,Spilogale gracilis,1870,186759829869822,2020-02-29
16178,16178,Ephippiorhynchus mycteria,640,52079200642,2020-02-29
16181,16181,Bassariscus astutus,2714,1134069654772,2020-02-29
16182,16182,Melursus ursinus,819,186761292782742,2020-02-29
16184,16184,Butorides striatus,1192,28283084613,2020-02-29
16185,16185,Actophilornis africanus,2264,272675524722,2020-02-29
16186,16186,Oreamnos americanus,597,188703116701652,2020-02-29
16187,16187,Lorythaixoides concolor,1423,206670771,2020-02-29
16188,16188,Amphibolurus barbatus,1035,1489764652,2020-02-29
16190,16190,Himantopus himantopus,2490,206670686,2020-02-29
16191,16191,Cabassous sp.,1731,206670692,2020-02-29
16192,16192,Alligator mississippiensis,2,206670813,2020-02-29
16193,16193,Macaca fuscata,747,188803777670426,2020-02-29
16194,16194,Laniaurius atrococcineus,491,40234253942,2020-02-29
16195,16195,Alouatta seniculus,526,40234001221,2020-02-29
16196,16196,Isoodon obesulus,25,189669356346606,2020-02-29
16199,16199,Chloephaga melanoptera,2135,573917296406,2020-02-29
16200,16200,Trachyphonus vaillantii,306,898428021820,2020-02-29
16202,16202,Laniaurius atrococcineus,207,40234253942,2020-02-29
16203,16203,Hystrix indica,160,189395860675734,2020-02-29
16205,16205,Vanellus sp.,771,194309785360951,2020-02-29
16207,16207,Lycosa godeffroyi,1135,880886802006,2020-02-29
16209,16209,Columba palumbus,883,1489765858,2020-02-29
16210,16210,Deroptyus accipitrinus,1546,1676124906944,2020-02-29
16211,16211,Dendrocitta vagabunda,292,206670760,2020-02-29
16212,16212,Anthropoides paradisea,417,880923451687,2020-02-29
16215,16215,Phascogale calura,164,206670732,2020-02-29
16216,16216,Canis mesomelas,2098,105401395916,2020-02-29
16218,16218,Upupa epops,1632,203221423898215,2020-02-29
16219,16219,Spermophilus lateralis,589,188703129863464,2020-02-29
16220,16220,Tyto novaehollandiae,1173,638750702637,2020-02-29
16221,16221,Geococcyx californianus,2540,207934051132,2020-02-29
16222,16222,Choloepus hoffmani,571,186267307833917,2020-02-29
16223,16223,Suricata suricatta,860,880880278933,2020-02-29
16224,16224,Macaca fuscata,1372,188803777670426,2020-02-29
16225,16225,Bugeranus caruncalatus,1630,206670690,2020-02-29
16226,16226,Phaethon aethereus,424,455157311,2020-02-29
16227,16227,Papio ursinus,1065,409790534092,2020-02-29
16228,16228,Halcyon smyrnesis,1984,200109499869465,2020-02-29
16229,16229,Lepus townsendii,9,188703120510450,2020-02-29
16230,16230,Dasyurus viverrinus,115,206670754,2020-02-29
16231,16231,Pycnonotus barbatus,849,52096762037,2020-02-29
16232,16232,Gerbillus sp.,2235,186711785308213,2020-02-29
16233,16233,Bucephala clangula,352,737766433094,2020-02-29
16234,16234,Anthropoides paradisea,819,880923451687,2020-02-29
16235,16235,Varanus komodensis,638,880930580959,2020-02-29
16239,16239,Panthera pardus,422,656756747842,2020-02-29
16240,16240,Cordylus giganteus,636,108203096943,2020-02-29
16242,16242,Ursus arctos,520,189654246454691,2020-02-29
16243,16243,Axis axis,450,206670739,2020-02-29
16244,16244,Physignathus cocincinus,475,206670711,2020-02-29
16247,16247,Lamprotornis nitens,1253,656760542396,2020-02-29
16248,16248,Podargus strigoides,40,206670764,2020-02-29
16249,16249,Echimys chrysurus,833,537115818972,2020-02-29
16250,16250,Cereopsis novaehollandiae,1181,206670721,2020-02-29
16251,16251,Pelecanus occidentalis,446,206670734,2020-02-29
16252,16252,Mustela nigripes,268,1451747082532,2020-02-29
16255,16255,Ovis canadensis,2630,206670723,2020-02-29
16256,16256,Charadrius tricollaris,82,189669305873243,2020-02-29
16257,16257,Eumetopias jubatus,317,1540205459539,2020-02-29
16261,16261,Charadrius tricollaris,1089,189669305873243,2020-03-31
16262,16262,Boa constrictor mexicana,232,198188413318323,2020-03-31
16263,16263,Laniaurius atrococcineus,46,40234253942,2020-03-31
16265,16265,Phaethon aethereus,49,455157311,2020-03-31
16267,16267,Psophia viridis,1633,206670770,2020-03-31
16268,16268,Alcelaphus buselaphus cokii,2289,181701414249,2020-03-31
16270,16270,Megaderma spasma,3745,206670742,2020-03-31
16273,16273,Crotaphytus collaris,1224,323418458,2020-03-31
16274,16274,Nucifraga columbiana,1653,40232932742,2020-03-31
16275,16275,Rangifer tarandus,878,36740368922,2020-03-31
16277,16277,Lepus townsendii,973,188703120510450,2020-03-31
16279,16279,Actophilornis africanus,2951,272675524722,2020-03-31
16280,16280,Petaurus breviceps,502,186494805556422,2020-03-31
16281,16281,Terathopius ecaudatus,138,210435370127300,2020-03-31
16282,16282,Felis wiedi or Leopardus weidi,3225,206670694,2020-03-31
16284,16284,Dicrostonyx groenlandicus,146,197463014939188,2020-03-31
16285,16285,Halcyon smyrnesis,10,200109499869465,2020-03-31
16286,16286,Choloepus hoffmani,449,186267307833917,2020-03-31
16287,16287,Sarkidornis melanotos,1129,108219608754,2020-03-31
16288,16288,Lutra canadensis,639,168720101925,2020-03-31
16289,16289,Centrocercus urophasianus,721,324918516,2020-03-31
16290,16290,Choriotis kori,917,27160283895,2020-03-31
16292,16292,Rhea americana,1659,189669225079108,2020-03-31
16293,16293,Hystrix cristata,1308,192291882972375,2020-03-31
16294,16294,Podargus strigoides,1574,206670764,2020-03-31
16295,16295,Plegadis falcinellus,4427,181703187068,2020-03-31
16296,16296,Ardea cinerea,1809,206670715,2020-03-31
16297,16297,Isoodon obesulus,1440,189669356346606,2020-03-31
16298,16298,Eolophus roseicapillus,915,55902523917,2020-03-31
16301,16301,Actophilornis africanus,190,272675524722,2020-03-31
16302,16302,Orcinus orca,185,108202450315,2020-03-31
16303,16303,Macaca mulatta,564,108207596093,2020-03-31
16304,16304,Isoodon obesulus,916,189669356346606,2020-03-31
16305,16305,Canis aureus,925,206670716,2020-03-31
16306,16306,Milvus migrans,893,275505523,2020-03-31
16309,16309,Dendrocitta vagabunda,2,206670760,2020-03-31
16313,16313,Tamandua tetradactyla,522,301519260,2020-03-31
16314,16314,Charadrius tricollaris,434,189669305873243,2020-03-31
16315,16315,Haematopus ater,2433,38679964783,2020-03-31
16316,16316,Dasyurus viverrinus,2,206670754,2020-03-31
16317,16317,unavailable,6,206670773,2020-03-31
16319,16319,Ourebia ourebi,2893,206670693,2020-03-31
16320,16320,Spilogale gracilis,1808,186759829869822,2020-03-31
16321,16321,Ephippiorhynchus mycteria,969,52079200642,2020-03-31
16324,16324,Bassariscus astutus,2778,1134069654772,2020-03-31
16325,16325,Melursus ursinus,889,186761292782742,2020-03-31
16327,16327,Butorides striatus,1492,28283084613,2020-03-31
16328,16328,Actophilornis africanus,2892,272675524722,2020-03-31
16329,16329,Oreamnos americanus,663,188703116701652,2020-03-31
16330,16330,Lorythaixoides concolor,1993,206670771,2020-03-31
16331,16331,Amphibolurus barbatus,1186,1489764652,2020-03-31
16333,16333,Himantopus himantopus,3232,206670686,2020-03-31
16334,16334,Cabassous sp.,2222,206670692,2020-03-31
16335,16335,Alligator mississippiensis,9,206670813,2020-03-31
16336,16336,Macaca fuscata,887,188803777670426,2020-03-31
16337,16337,Laniaurius atrococcineus,737,40234253942,2020-03-31
16338,16338,Alouatta seniculus,750,40234001221,2020-03-31
16339,16339,Isoodon obesulus,35,189669356346606,2020-03-31
16341,16341,Himantopus himantopus,6,206670686,2020-03-31
16342,16342,Chloephaga melanoptera,2317,573917296406,2020-03-31
16343,16343,Trachyphonus vaillantii,295,898428021820,2020-03-31
16345,16345,Laniaurius atrococcineus,246,40234253942,2020-03-31
16346,16346,Hystrix indica,198,189395860675734,2020-03-31
16348,16348,Vanellus sp.,829,194309785360951,2020-03-31
16352,16352,Lycosa godeffroyi,1449,880886802006,2020-03-31
16354,16354,Columba palumbus,1021,1489765858,2020-03-31
16355,16355,Deroptyus accipitrinus,2111,1676124906944,2020-03-31
16356,16356,Dendrocitta vagabunda,676,206670760,2020-03-31
16357,16357,Anthropoides paradisea,571,880923451687,2020-03-31
16361,16361,Canis mesomelas,2688,105401395916,2020-03-31
16363,16363,Upupa epops,1673,203221423898215,2020-03-31
16364,16364,Spermophilus lateralis,640,188703129863464,2020-03-31
16365,16365,Tyto novaehollandiae,1554,638750702637,2020-03-31
16366,16366,Geococcyx californianus,3152,207934051132,2020-03-31
16367,16367,Choloepus hoffmani,496,186267307833917,2020-03-31
16368,16368,Suricata suricatta,964,880880278933,2020-03-31
16369,16369,Macaca fuscata,1912,188803777670426,2020-03-31
16370,16370,Bugeranus caruncalatus,2316,206670690,2020-03-31
16371,16371,Phaethon aethereus,647,455157311,2020-03-31
16372,16372,Papio ursinus,1421,409790534092,2020-03-31
16373,16373,Halcyon smyrnesis,2738,200109499869465,2020-03-31
16374,16374,Lepus townsendii,8,188703120510450,2020-03-31
16375,16375,Dasyurus viverrinus,58,206670754,2020-03-31
16376,16376,Pycnonotus barbatus,1231,52096762037,2020-03-31
16377,16377,Gerbillus sp.,2557,186711785308213,2020-03-31
16378,16378,Bucephala clangula,537,737766433094,2020-03-31
16379,16379,Anthropoides paradisea,1153,880923451687,2020-03-31
16380,16380,Varanus komodensis,937,880930580959,2020-03-31
16383,16383,Panthera pardus,621,656756747842,2020-03-31
16384,16384,Cordylus giganteus,934,108203096943,2020-03-31
16386,16386,Ursus arctos,684,189654246454691,2020-03-31
16387,16387,Axis axis,637,206670739,2020-03-31
16388,16388,Physignathus cocincinus,658,206670711,2020-03-31
16391,16391,Lamprotornis nitens,1320,656760542396,2020-03-31
16392,16392,Podargus strigoides,20,206670764,2020-03-31
16393,16393,Echimys chrysurus,981,537115818972,2020-03-31
16394,16394,Cereopsis novaehollandiae,1512,206670721,2020-03-31
16395,16395,Pelecanus occidentalis,441,206670734,2020-03-31
16396,16396,Mustela nigripes,305,1451747082532,2020-03-31
16399,16399,Ovis canadensis,3074,206670723,2020-03-31
16400,16400,Eumetopias jubatus,465,1540205459539,2020-03-31
16404,16404,Charadrius tricollaris,1167,189669305873243,2020-04-30
16405,16405,Boa constrictor mexicana,247,198188413318323,2020-04-30
16406,16406,Laniaurius atrococcineus,39,40234253942,2020-04-30
16407,16407,Phaethon aethereus,82,455157311,2020-04-30
16409,16409,Psophia viridis,1695,206670770,2020-04-30
16410,16410,Alcelaphus buselaphus cokii,2231,181701414249,2020-04-30
16412,16412,Megaderma spasma,3559,206670742,2020-04-30
16415,16415,Crotaphytus collaris,848,323418458,2020-04-30
16416,16416,Nucifraga columbiana,914,40232932742,2020-04-30
16417,16417,Rangifer tarandus,499,36740368922,2020-04-30
16419,16419,Lepus townsendii,932,188703120510450,2020-04-30
16421,16421,Actophilornis africanus,2852,272675524722,2020-04-30
16422,16422,Petaurus breviceps,488,186494805556422,2020-04-30
16423,16423,Terathopius ecaudatus,178,210435370127300,2020-04-30
16424,16424,Felis wiedi or Leopardus weidi,2994,206670694,2020-04-30
16426,16426,Dicrostonyx groenlandicus,145,197463014939188,2020-04-30
16427,16427,Halcyon smyrnesis,15,200109499869465,2020-04-30
16428,16428,Choloepus hoffmani,461,186267307833917,2020-04-30
16429,16429,Sarkidornis melanotos,1175,108219608754,2020-04-30
16430,16430,Lutra canadensis,668,168720101925,2020-04-30
16431,16431,Centrocercus urophasianus,734,324918516,2020-04-30
16432,16432,Choriotis kori,900,27160283895,2020-04-30
16434,16434,Rhea americana,1580,189669225079108,2020-04-30
16435,16435,Hystrix cristata,1347,192291882972375,2020-04-30
16436,16436,Podargus strigoides,1478,206670764,2020-04-30
16437,16437,Plegadis falcinellus,4212,181703187068,2020-04-30
16438,16438,Ardea cinerea,1791,206670715,2020-04-30
16439,16439,Isoodon obesulus,1526,189669356346606,2020-04-30
16440,16440,Eolophus roseicapillus,947,55902523917,2020-04-30
16443,16443,Actophilornis africanus,173,272675524722,2020-04-30
16444,16444,Orcinus orca,171,108202450315,2020-04-30
16445,16445,Macaca mulatta,384,108207596093,2020-04-30
16446,16446,Varanus sp.,2,264126748256,2020-04-30
16448,16448,Isoodon obesulus,889,189669356346606,2020-04-30
16449,16449,Canis aureus,859,206670716,2020-04-30
16450,16450,Milvus migrans,866,275505523,2020-04-30
16454,16454,Dendrocitta vagabunda,6,206670760,2020-04-30
16458,16458,Tamandua tetradactyla,588,301519260,2020-04-30
16459,16459,Charadrius tricollaris,490,189669305873243,2020-04-30
16460,16460,Haematopus ater,1755,38679964783,2020-04-30
16461,16461,unavailable,11,206670773,2020-04-30
16463,16463,Ourebia ourebi,2935,206670693,2020-04-30
16464,16464,Spilogale gracilis,1792,186759829869822,2020-04-30
16465,16465,Ephippiorhynchus mycteria,575,52079200642,2020-04-30
16468,16468,Bassariscus astutus,2756,1134069654772,2020-04-30
16469,16469,Melursus ursinus,938,186761292782742,2020-04-30
16471,16471,Butorides striatus,1402,28283084613,2020-04-30
16472,16472,Actophilornis africanus,2744,272675524722,2020-04-30
16473,16473,Oreamnos americanus,697,188703116701652,2020-04-30
16474,16474,Lorythaixoides concolor,1934,206670771,2020-04-30
16475,16475,Amphibolurus barbatus,1186,1489764652,2020-04-30
16478,16478,Himantopus himantopus,3054,206670686,2020-04-30
16479,16479,Cabassous sp.,2135,206670692,2020-04-30
16480,16480,Alligator mississippiensis,3,206670813,2020-04-30
16481,16481,Macaca fuscata,835,188803777670426,2020-04-30
16482,16482,Laniaurius atrococcineus,431,40234253942,2020-04-30
16483,16483,Alouatta seniculus,445,40234001221,2020-04-30
16484,16484,Isoodon obesulus,22,189669356346606,2020-04-30
16487,16487,Himantopus himantopus,2,206670686,2020-04-30
16488,16488,Chloephaga melanoptera,2282,573917296406,2020-04-30
16489,16489,Trachyphonus vaillantii,350,898428021820,2020-04-30
16491,16491,Laniaurius atrococcineus,263,40234253942,2020-04-30
16492,16492,Hystrix indica,211,189395860675734,2020-04-30
16494,16494,Vanellus sp.,894,194309785360951,2020-04-30
16498,16498,Lycosa godeffroyi,1394,880886802006,2020-04-30
16500,16500,Columba palumbus,1038,1489765858,2020-04-30
16501,16501,Deroptyus accipitrinus,1282,1676124906944,2020-04-30
16502,16502,Dendrocitta vagabunda,534,206670760,2020-04-30
16503,16503,Anthropoides paradisea,336,880923451687,2020-04-30
16507,16507,Canis mesomelas,2527,105401395916,2020-04-30
16509,16509,Upupa epops,1883,203221423898215,2020-04-30
16510,16510,Spermophilus lateralis,673,188703129863464,2020-04-30
16511,16511,Tyto novaehollandiae,1483,638750702637,2020-04-30
16512,16512,Geococcyx californianus,3103,207934051132,2020-04-30
16513,16513,Choloepus hoffmani,584,186267307833917,2020-04-30
16514,16514,Suricata suricatta,1063,880880278933,2020-04-30
16515,16515,Macaca fuscata,1300,188803777670426,2020-04-30
16516,16516,Bugeranus caruncalatus,1686,206670690,2020-04-30
16517,16517,Phaethon aethereus,410,455157311,2020-04-30
16518,16518,Papio ursinus,983,409790534092,2020-04-30
16519,16519,Halcyon smyrnesis,2042,200109499869465,2020-04-30
16520,16520,Lepus townsendii,9,188703120510450,2020-04-30
16521,16521,Dasyurus viverrinus,46,206670754,2020-04-30
16522,16522,Pycnonotus barbatus,1119,52096762037,2020-04-30
16523,16523,Gerbillus sp.,2497,186711785308213,2020-04-30
16524,16524,Bucephala clangula,308,737766433094,2020-04-30
16525,16525,Anthropoides paradisea,863,880923451687,2020-04-30
16526,16526,Varanus komodensis,719,880930580959,2020-04-30
16530,16530,Panthera pardus,352,656756747842,2020-04-30
16531,16531,Cordylus giganteus,493,108203096943,2020-04-30
16533,16533,Ursus arctos,384,189654246454691,2020-04-30
16534,16534,Axis axis,345,206670739,2020-04-30
16535,16535,Physignathus cocincinus,371,206670711,2020-04-30
16538,16538,Lamprotornis nitens,1470,656760542396,2020-04-30
16539,16539,Podargus strigoides,28,206670764,2020-04-30
16540,16540,Echimys chrysurus,1062,537115818972,2020-04-30
16541,16541,Cereopsis novaehollandiae,1428,206670721,2020-04-30
16542,16542,Pelecanus occidentalis,486,206670734,2020-04-30
16543,16543,Mustela nigripes,344,1451747082532,2020-04-30
16546,16546,Ovis canadensis,2786,206670723,2020-04-30
16547,16547,Eumetopias jubatus,248,1540205459539,2020-04-30
16553,16553,Charadrius tricollaris,1057,189669305873243,2020-05-31
16554,16554,Boa constrictor mexicana,195,198188413318323,2020-05-31
16555,16555,Laniaurius atrococcineus,38,40234253942,2020-05-31
16557,16557,Phaethon aethereus,20,455157311,2020-05-31
16559,16559,Psophia viridis,1733,206670770,2020-05-31
16560,16560,Alcelaphus buselaphus cokii,2403,181701414249,2020-05-31
16562,16562,Megaderma spasma,3750,206670742,2020-05-31
16564,16564,Crotaphytus collaris,920,323418458,2020-05-31
16565,16565,Nucifraga columbiana,1134,40232932742,2020-05-31
16566,16566,Rangifer tarandus,631,36740368922,2020-05-31
16568,16568,Lepus townsendii,871,188703120510450,2020-05-31
16570,16570,Actophilornis africanus,2934,272675524722,2020-05-31
16571,16571,Petaurus breviceps,406,186494805556422,2020-05-31
16572,16572,Terathopius ecaudatus,144,210435370127300,2020-05-31
16573,16573,Felis wiedi or Leopardus weidi,2900,206670694,2020-05-31
16575,16575,Dicrostonyx groenlandicus,71,197463014939188,2020-05-31
16576,16576,Halcyon smyrnesis,22,200109499869465,2020-05-31
16577,16577,Choloepus hoffmani,386,186267307833917,2020-05-31
16578,16578,Sarkidornis melanotos,1092,108219608754,2020-05-31
16579,16579,Lutra canadensis,584,168720101925,2020-05-31
16580,16580,Centrocercus urophasianus,638,324918516,2020-05-31
16581,16581,Choriotis kori,909,27160283895,2020-05-31
16583,16583,Rhea americana,1552,189669225079108,2020-05-31
16584,16584,Hystrix cristata,1195,192291882972375,2020-05-31
16585,16585,Podargus strigoides,1536,206670764,2020-05-31
16586,16586,Plegadis falcinellus,4441,181703187068,2020-05-31
16587,16587,Ardea cinerea,1748,206670715,2020-05-31
16588,16588,Isoodon obesulus,1455,189669356346606,2020-05-31
16589,16589,Eolophus roseicapillus,867,55902523917,2020-05-31
16592,16592,Actophilornis africanus,173,272675524722,2020-05-31
16593,16593,Orcinus orca,176,108202450315,2020-05-31
16594,16594,Macaca mulatta,450,108207596093,2020-05-31
16595,16595,Isoodon obesulus,889,189669356346606,2020-05-31
16596,16596,Canis aureus,831,206670716,2020-05-31
